"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","6047547","Andrew Simon","","",2017-04-30,"2017","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9045616172","-123.4134578705","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","6217218","Andrew Simon","","",2017-05-06,"2017","05","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8672555229","-123.3381414413","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","6217509","Andrew Simon","","",2017-05-09,"2017","05","09","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8672555229","-123.3383560181","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","6217510","Andrew Simon","","",2017-05-09,"2017","05","09","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8672555229","-123.3383560181","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","6217926","Andrew Simon","","",2017-05-13,"2017","05","13","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8672272929","-123.3380770683","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","6665153","Andrew Simon","","",2017-06-14,"2017","06","14","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.869097","-123.378804","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","6815806","Andrew Simon","","",2017-06-16,"2017","06","16","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.870269","-123.380327","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","11581117","Brian Starzomski","","",2018-04-27,"2018","04","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8670166667","-123.3757633333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","12204672","Kevin Toomer","","",2018-05-06,"2018","05","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8683138889","-123.349","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","12259133","Andrew Simon","","",2018-05-05,"2018","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.867245","-123.338282","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","12287080","Andrew Simon","","",2018-05-08,"2018","05","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.866305","-123.375505","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","12287114","Andrew Simon","","",2018-05-08,"2018","05","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.866305","-123.375505","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","13031384","Andrew Simon","","",2018-06-01,"2018","06","01","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.866879","-123.375948","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","16307965","Andrew Simon","","",2018-05-05,"2018","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8674077432","-123.3385713218","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","16310359","Andrew Simon","","",2018-04-30,"2018","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8669560632","-123.3412749885","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","24075398","John Martin","","",2019-04-27,"2019","04","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.85963","-123.3547383333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","24687957","Brian Starzomski","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8679277778","-123.3763666667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","24687958","Brian Starzomski","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.867875","-123.37655","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","24687981","Brian Starzomski","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8616555556","-123.3782583333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","24687986","Brian Starzomski","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8688","-123.3780583333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","24687995","Brian Starzomski","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8695805556","-123.3789888889","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","24688020","Brian Starzomski","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8686416667","-123.3782583333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","25148272","Aimee Pelletier","","",2019-05-03,"2019","05","03","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.867275971","-123.3760588245","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","25148281","Aimee Pelletier","","",2019-05-03,"2019","05","03","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8671176369","-123.3758136538","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","25478918","Aimee Pelletier","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8672590815","-123.3756293358","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","25478938","Aimee Pelletier","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8669704926","-123.3757776116","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","25479093","Aimee Pelletier","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8670826843","-123.3757833951","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","43252922","Andrew Simon","","",2020-04-24,"2020","04","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8683066667","-123.34099","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","74386593","Gabe Schp","","",2021-04-17,"2021","04","17","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8672333333","-123.33725","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","74386621","Gabe Schp","","",2021-04-17,"2021","04","17","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8673283333","-123.3372716667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","78245503","Audrey Irvine-Broque","","",2021-05-07,"2021","05","07","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.955445","-123.5263283333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","110507688","Steven Esau","","",2022-04-05,"2022","04","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9568127599","-123.5290290603","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","110805700","Dave Zeuss Cochrane","","",2022-04-09,"2022","04","09","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8675149997","-123.3390128","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","114122197","Andrew Simon","","",2022-04-30,"2022","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8689616667","-123.37987","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","114122218","Andrew Simon","","",2022-04-30,"2022","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8737066667","-123.383545","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","114122227","Andrew Simon","","",2022-04-30,"2022","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8704816667","-123.3802066667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","114557920","Dave Carmean","","",2022-04-30,"2022","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8676138889","-123.3394694444","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","114745476","Jack Bindernagel","","",2022-04-30,"2022","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8684624334","-123.3782563097","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","114745510","Jack Bindernagel","","",2022-04-30,"2022","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.873046283","-123.3833160589","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","115213205","borealiz","","",2022-05-03,"2022","05","03","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8676638889","-123.3397833333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","116029589","Andrew Simon","","",2022-05-07,"2022","05","07","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.957905","-123.5315883333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","116033740","Adam Huggins","","",2022-05-07,"2022","05","07","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9579055556","-123.5314861111","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","116636178","Andrew Simon","","",2022-05-11,"2022","05","11","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.87041","-123.3803216667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","116636240","Andrew Simon","","",2022-05-11,"2022","05","11","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8634666667","-123.3630866667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","116636243","Andrew Simon","","",2022-05-11,"2022","05","11","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8634633333","-123.3631016667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","116793380","Jeannine Georgeson","","",2022-05-06,"2022","05","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.866993","-123.33714","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","119779002","Ken Moore","","",2022-06-01,"2022","06","01","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.86368928","-123.32997568","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","120470372","Andrew Simon","","",2022-06-05,"2022","06","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8634466667","-123.3638116667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","120569479","Dphill","","",2022-06-06,"2022","06","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8636583333","-123.3629616667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","120974457","Sophie Dickson-Otty","","",2022-06-08,"2022","06","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8701393069","-123.3799865842","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","121008364","Sophie Dickson-Otty","","",2022-06-08,"2022","06","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8679777778","-123.3763666667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","127181965","Gabe Schp","","",2022-07-08,"2022","07","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8677083333","-123.33944","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","160758222","Terry M","","",2023-05-06,"2023","05","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8674076998","-123.3381997794","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","160771353","Terry M","","",2023-05-06,"2023","05","06","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8649103997","-123.3671319997","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","160832532","Terry M","","",2023-05-07,"2023","05","07","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9545203872","-123.5248801857","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","163927006","Tyler Innes","","",2023-05-26,"2023","05","26","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8664182158","-123.3344597461","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","164346662","Joan Septembre","","",2023-05-28,"2023","05","28","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8671583333","-123.3372883333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","164907306","KGW","","",2023-05-31,"2023","05","31","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.95625","-123.5278166667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","211044064","Kendall McLaughlin","","",2024-04-28,"2024","04","28","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8671459722","-123.337187","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","215564235","Bitty","","",2024-05-11,"2024","05","11","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.938743967","-123.4970831126","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","2604255","felixerhard","","",2013-05-16,"2013","05","16","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.868297","-123.380123","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","5412224","slrtweedale","","",2017-03-19,"2017","03","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8641329208","-123.3300847473","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","42422635","slrtweedale","","",2020-04-17,"2020","04","17","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.86715","-123.337295","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","46838937","sylviehawkes","","",2020-05-19,"2020","05","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8694990272","-123.3789366227","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","51434459","sylviehawkes","","",2020-06-13,"2020","06","13","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8676361715","-123.3393885621","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","52497415","sylviehawkes","","",2020-05-19,"2020","05","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8695023744","-123.3789194757","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","114123646","heavyveil","","",2022-04-30,"2022","04","30","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.86710833","-123.33738667","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","117943755","botanybum","","",2022-05-19,"2022","05","19","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.867745","-123.339705","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","121923443","toddvictor","","",2022-06-15,"2022","06","15","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.86362461","-123.36299351","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","121933543","slrtweedale","","",2022-06-15,"2022","06","15","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8676916667","-123.339455","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","163927944","andytaggartsmith","","",2023-05-26,"2023","05","26","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8664609963","-123.3343383486","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","168206594","heather-magpie","","",2023-05-24,"2023","05","24","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8700083333","-123.3792777778","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","","iNaturalist","219202334","galianoconservancy","","",2024-05-29,"2024","05","29","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8694616667","-123.3789283333","","","","","","","","","present","","","","","native","S5","","","","","","",""
"Lupinus bicolor","Lindl.",50614,"Plantae","Tracheophyta","Magnoliopsida","Fabales","","","","Fabaceae","Lupinus","","bicolor","","species","","","JANSZEN2003:279","Outer Gulf Islands Vascular Plant Checklist","","Harvey Janszen","","",2003-08-10,"2003","08","10","MaterialCitation","","","Galiano Island","British Columbia","Canada","CA","","","","","unable to georeference","","","","","","present","","","","","native","S5","","","","","","Janszen H (2003) Outer Gulf Islands Vascular Plant Checklist. Unpublished species list.","Janszen H (2003) Outer Gulf Islands Vascular Plant Checklist. Unpublished species list."
