"traceId","time","span","speed"
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:24:00,120,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:26:00,60,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:27:00,0,
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:27:00,240,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:31:00,240,2.01
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:35:00,60,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:36:00,180,0.84
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:39:00,0,
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:39:00,120,3.56
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:41:00,180,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:44:00,120,8.34
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:46:00,780,0.23
"2020-04-24T13-17-00-Andrew Simon",2020-04-24 23:59:00,240,0.34
"2020-04-24T13-17-00-Andrew Simon",2020-04-25 00:03:00,60,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-25 00:04:00,60,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-25 00:05:00,120,1.61
"2020-04-24T13-17-00-Andrew Simon",2020-04-25 00:07:00,60,0
"2020-04-24T13-17-00-Andrew Simon",2020-04-25 00:08:00,300,0.18
"2020-07-25T14-43-00-Caitlin Robinson",2020-07-25 22:43:00,3660,0
"2021-06-04T16-55-00-Caitlin Robinson",2021-06-05 00:55:25,763,0.14
"2021-06-04T16-55-00-Caitlin Robinson",2021-06-05 01:08:08,239,0.34
"2021-06-04T16-55-00-Caitlin Robinson",2021-06-05 01:12:07,202,0.03
"2021-06-04T16-55-00-Caitlin Robinson",2021-06-05 01:15:29,78,0.72
"2021-06-04T16-55-00-Caitlin Robinson",2021-06-05 01:16:47,2522,0.05
"2021-06-04T16-55-00-Caitlin Robinson",2021-06-05 01:58:49,585,0.02
"2021-06-05T18-36-00-Caitlin Robinson",2021-06-06 02:36:30,1055,0.53
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:00:00,240,0.31
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:04:00,600,0.2
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:14:00,240,0.15
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:18:00,120,0.35
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:20:00,300,0.85
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:02:05,85,1.36
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:03:30,173,0.35
"2021-06-14T18-00-00-Andrew Simon",2021-06-15 02:06:23,0,Inf
"2021-06-14T20-52-00-Caitlin Robinson",2021-06-15 05:03:19,4632,0.07
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 22:56:00,360,0.65
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:02:00,60,0.75
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:03:00,240,1.07
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:07:00,0,
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:07:00,0,Inf
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:07:00,60,0.76
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:08:00,180,0.06
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:11:00,0,Inf
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:11:00,120,0.53
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:13:00,300,0.07
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:18:00,180,1.81
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:21:00,120,4.6
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:23:00,600,0
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:33:00,1020,0.61
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:50:00,720,0.24
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:02:00,900,0.24
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:17:00,120,0.6
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:19:00,0,Inf
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:19:00,0,Inf
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:19:00,0,Inf
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:19:00,0,Inf
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:19:00,120,0.26
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:21:00,0,Inf
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:21:00,120,0.26
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:23:00,0,
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:23:00,60,4.59
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:24:00,60,0.57
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:25:00,60,0.25
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:26:00,240,0
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:30:00,60,0.39
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:31:00,360,0.49
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:37:00,780,0.4
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 00:50:00,600,1.27
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:00:00,240,1.64
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:04:00,420,1.58
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:11:00,180,0
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:14:00,0,
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:14:00,120,0
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:16:00,240,0.76
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:20:00,540,1.13
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:29:00,660,0
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:40:00,120,0
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:26:35,222,0.67
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:30:17,252,1.59
"2021-06-14T14-56-00-Andrew Simon",2021-06-14 23:34:29,5243,0.14
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:01:52,661,0.48
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:12:53,133,0.35
"2021-06-14T14-56-00-Andrew Simon",2021-06-15 01:15:06,1495,0.47
"2021-06-15T14-15-00-Caitlin Robinson",2021-06-15 22:17:26,58,2.69
"2021-06-15T14-15-00-Caitlin Robinson",2021-06-15 22:18:24,236,0.36
"2021-06-15T14-15-00-Caitlin Robinson",2021-06-15 22:22:20,84,1.03
"2021-06-15T14-15-00-Caitlin Robinson",2021-06-15 22:23:44,1303,0.06
"2021-06-15T14-15-00-Caitlin Robinson",2021-06-15 22:45:27,924,0.04
"2021-06-18T20-08-00-Caitlin Robinson",2021-06-19 04:13:16,526,0.54
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:39:00,60,0
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:40:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:40:00,60,0
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:41:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:41:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:41:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:41:00,60,0
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:42:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:42:00,120,0
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:44:00,120,5.67
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:46:00,300,2.34
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:51:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:51:00,120,1.02
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:53:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:53:00,180,0.74
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:56:00,60,0.03
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:57:00,60,0.93
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 19:58:00,360,1.94
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 20:04:00,840,0.03
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 20:18:00,180,7.99
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 20:21:00,540,0.52
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 20:30:00,2400,0.46
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:10:00,180,1.12
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:13:00,180,3.18
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:16:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:16:00,60,5.9
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:17:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:17:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:17:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:17:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:17:00,60,3.29
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:18:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:18:00,180,1.86
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:21:00,180,3.49
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:24:00,240,9.83
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:28:00,1020,0.92
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:45:00,120,0.83
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:47:00,180,2.09
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:50:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:50:00,60,3.12
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:51:00,120,0.27
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:53:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:53:00,60,0.61
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:54:00,0,
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:54:00,60,2.3
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:55:00,60,0.31
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:56:00,0,Inf
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:56:00,60,1.36
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:57:00,60,1.85
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:58:00,60,0.15
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 21:59:00,60,0.38
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 22:00:00,180,0.38
"2021-07-21T11-39-00-Andrew Simon",2021-07-21 22:03:00,60,8.07
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:29:00,0,Inf
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:29:00,0,
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:29:00,0,Inf
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:29:00,60,0.93
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:30:00,120,0.29
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:32:00,60,0.01
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:33:00,0,
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:33:00,60,0.81
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:34:00,60,0.02
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:35:00,0,Inf
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:35:00,0,
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:35:00,180,0.03
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:38:00,120,0.44
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:40:00,60,2.35
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:41:00,0,
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:41:00,60,0.4
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:42:00,0,Inf
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:42:00,0,Inf
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:42:00,60,0.19
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:43:00,0,Inf
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:43:00,60,0.57
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:44:00,60,0.93
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:45:00,0,
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:45:00,60,0.34
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:46:00,0,Inf
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:46:00,60,0.04
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:47:00,60,0.07
"2022-05-25T14-29-00-Andrew Simon",2022-05-25 22:48:00,60,0.81
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:44:00,0,
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:44:00,240,0.72
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:48:00,0,
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:48:00,60,0
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:49:00,60,0
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:50:00,60,0
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:51:00,0,
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:51:00,0,
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:51:00,60,0
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:52:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:52:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:52:00,60,0.16
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:53:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:53:00,60,0.06
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:54:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:54:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:54:00,60,0.15
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:55:00,60,0.62
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:56:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:56:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:56:00,120,1.41
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:58:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:58:00,60,0.11
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:59:00,0,Inf
"2022-06-17T08-44-00-Andrew Simon",2022-06-17 16:59:00,60,1.86
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:15:00,231,1.04
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:18:51,312,0.08
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:24:03,295,0.98
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:28:58,338,0.46
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:34:36,332,0.37
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:40:08,178,1.64
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:18:00,420,0.93
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:25:00,60,0.27
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:26:00,60,1.01
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:27:00,60,1.17
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:28:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:28:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:28:00,120,0.32
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:30:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:30:00,60,1.11
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:31:00,60,1.53
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:32:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:32:00,120,0.6
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:34:00,60,0
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:35:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:35:00,120,0.12
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:37:00,480,0.68
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:45:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:45:00,60,0.27
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:46:00,540,0.79
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:55:00,60,1.49
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:56:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:56:00,60,0
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:57:00,60,0.7
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:58:00,0,Inf
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 03:58:00,840,0.55
"2022-08-04T19-15-00-Caitlin Robinson",2022-08-05 04:12:00,360,0.82
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 22:56:50,115,0.7
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 22:58:45,1027,0.44
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:15:52,228,0.2
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:19:40,137,0.18
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:21:57,62,0.67
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:22:59,39,3.12
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:23:38,243,0.52
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:27:41,0,Inf
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:27:41,540,0.31
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:36:41,150,0.56
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:39:11,207,0.73
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:42:38,130,0.2
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:44:48,384,0.12
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:51:12,170,0.38
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:54:02,293,0.3
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:58:55,207,0.46
"2023-05-27T14-00-00-Frank Lomer",2023-05-28 00:02:22,474,0.25
"2023-05-27T14-00-00-Frank Lomer",2023-05-28 00:10:16,121,1.04
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:37:01,0,
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:37:01,169,0.39
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:43:53,295,0.15
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:48:48,530,0.07
"2023-05-27T14-00-00-Frank Lomer",2023-05-27 23:57:38,147,0.3
"2023-05-27T14-00-00-Frank Lomer",2023-05-28 00:00:05,336,0.07
"2023-05-27T14-00-00-Frank Lomer",2023-05-28 00:05:41,65,1.21
"2023-05-27T14-00-00-Frank Lomer",2023-05-28 00:06:46,371,0.21
"2023-05-27T14-00-00-Frank Lomer",2023-05-28 00:12:57,493,0.4
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 17:44:00,1688,0.11
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:12:08,166,0.17
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:14:54,61,0.22
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:15:55,244,0.13
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:19:59,287,0.11
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:24:46,50,0.53
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:25:36,1164,0.14
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:45:00,130,0.46
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:47:10,42,0.61
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 18:47:52,5178,0.13
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 20:14:10,85,0.69
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 20:15:35,439,0.14
"2023-05-27T09-44-00-Andrew Simon",2023-05-27 20:22:54,65,0.84
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:29:37,382,1.09
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:35:59,213,0.25
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:39:32,119,0.28
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:41:31,75,0.98
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:42:46,135,0.78
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:45:01,88,0.54
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:46:29,173,0.43
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:49:22,101,0.41
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:51:03,35,0.44
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:51:38,118,1.35
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:53:36,140,1.41
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:55:56,165,0.12
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:58:41,62,1.24
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:59:43,286,0.08
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:04:29,163,0.21
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:07:12,147,0.03
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:09:39,57,0.95
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:10:36,47,1.74
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:11:23,122,0.21
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:13:25,43,1.46
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:14:08,142,0.07
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:16:30,97,0.86
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:18:07,152,0.19
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:20:39,231,0.22
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:24:30,76,3.07
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:25:46,220,0.84
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:29:26,245,0.39
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:33:31,94,0.87
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:35:05,132,1.13
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:37:17,71,2.5
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:38:28,277,0.49
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:43:05,154,1.68
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:45:39,50,5.23
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:46:29,54,0.81
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:47:23,144,0.47
