"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp","long","lat"
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:44950120","2020-05-04T18:17:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:17:00,-123.3673,48.908927
"Senecio vulgaris",53211,"Senecio vulgaris",0,"accepted","common groundsel",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Senecioneae","Senecio","vulgaris","iNat:44950118","2020-05-04T18:18:00-07:00",,"Andrew Simon","false","needs_id",10,2020-05-05 01:18:00,-123.367308,48.90891
"Marsupella emarginata",165172,"Marsupella emarginata",0,"accepted","Notched Rustwort",,"Plantae","Marchantiophyta","","","Jungermanniopsida","Jungermanniidae","","Jungermanniales","Jungermanniineae","","","Gymnomitriaceae","","","Marsupella","emarginata","iNat:44942165","2020-05-04T18:19:00-07:00",,"Andrew Simon","false","needs_id",10,2020-05-05 01:19:00,-123.367322,48.908907
"Bryum",67867,"Bryum",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Bryum","","iNat:45216810","2020-05-04T18:23:00-07:00",,"Andrew Simon","false","needs_id",10,2020-05-05 01:23:00,-123.367347,48.908944
"Lichenomphalia ericetorum",1497645,"Lichenomphalia ericetorum",0,"accepted","Lichen Agaric",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","Agaricomycetidae","","Agaricales","Hygrophorineae","","","Hygrophoraceae","Lichenomphalioideae","Lichenomphalieae","Lichenomphalia","ericetorum","iNat:44950116","2020-05-04T18:25:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:25:00,-123.367383,48.908937
"Fissidens crispus",67883,"Fissidens crispus",0,"accepted","Herzog's Pocket-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Dicranales","","","","Fissidentaceae","","","Fissidens","crispus","iNat:44950117","2020-05-04T18:30:00-07:00",,"Andrew Simon","false","needs_id",10,2020-05-05 01:30:00,-123.36843,48.908333
"Trifolium variegatum",57080,"Trifolium variegatum",0,"accepted","white-tipped clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","variegatum","iNat:46563590","2020-05-19T16:50:00-07:00",,"Andrew Simon","false","research",20,2020-05-19 23:50:00,-123.311791,48.87246
"Haliaeetus leucocephalus",5305,"Haliaeetus leucocephalus",0,"accepted","Bald Eagle",,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","Buteoninae","","Haliaeetus","leucocephalus","iNat:46563592","2020-05-19T16:57:00-07:00",,"Andrew Simon","false","research",18,2020-05-19 23:57:00,-123.311388,48.872283
"Trifolium variegatum",57080,"Trifolium variegatum",0,"accepted","white-tipped clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","variegatum","iNat:46563595","2020-05-19T17:04:00-07:00",,"Andrew Simon","false","research",20,2020-05-20 00:04:00,-123.311791,48.87246
"Alchemilla occidentalis",1452907,"Alchemilla occidentalis",0,"accepted","western lady's mantle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Potentilleae","Alchemilla","occidentalis","iNat:46563597","2020-05-19T17:42:00-07:00",,"Andrew Simon","false","needs_id",10,2020-05-20 00:42:00,-123.311814,48.872431
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:46563600","2020-05-19T17:50:00-07:00",,"Andrew Simon","false","research",10,2020-05-20 00:50:00,-123.311367,48.872573
"Sedum spathulifolium",58886,"Sedum spathulifolium",0,"accepted","Broad-leaved Stonecrop",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:46563605","2020-05-19T17:51:00-07:00",,"Andrew Simon","false","research",19,2020-05-20 00:51:00,-123.310848,48.872583
"Zonotrichia leucophrys",9176,"Zonotrichia leucophrys",0,"accepted","White-crowned Sparrow",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Zonotrichia","leucophrys","iNat:46563606","2020-05-19T17:55:00-07:00",,"Andrew Simon","false","research",18,2020-05-20 00:55:00,-123.31171,48.872264
"Rhytidiadelphus squarrosus",123754,"Rhytidiadelphus squarrosus",0,"accepted","Square Gooseneck Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Hylocomiaceae","","","Rhytidiadelphus","squarrosus","iNat:46563607","2020-05-19T17:55:00-07:00",,"Andrew Simon","false","research",10,2020-05-20 00:55:00,-123.311388,48.872438
"Volucella facialis",1097563,"Volucella facialis",0,"accepted","Yellow-faced Swiftwing",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","Syrphidae","Eristalinae","Volucellini","Volucella","facialis","iNat:46563611","2020-05-19T17:57:00-07:00",,"Andrew Simon","false","research",13,2020-05-20 00:57:00,-123.311786,48.872431
"Canis familiaris",47144,"Canis familiaris",0,"accepted","Domestic Dog",,"Animalia","Chordata","Vertebrata","","Mammalia","Theria","Laurasiatheria","Carnivora","","","","Canidae","","","Canis","familiaris","iNat:46563612","2020-05-19T18:12:00-07:00",,"Andrew Simon","true","casual",13,2020-05-20 01:12:00,-123.311786,48.872431
"Empidonax difficilis",16598,"Empidonax difficilis",0,"accepted","Western Flycatcher",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Tyrannidae","","","Empidonax","difficilis","iNat:46563615","2020-05-19T18:14:00-07:00",,"Andrew Simon","false","research",19,2020-05-20 01:14:00,-123.311724,48.87227
"Zonotrichia leucophrys",9176,"Zonotrichia leucophrys",0,"accepted","White-crowned Sparrow",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Zonotrichia","leucophrys","iNat:46563616","2020-05-19T18:17:00-07:00",,"Andrew Simon","false","research",16,2020-05-20 01:17:00,-123.311724,48.872265
"Trifolium glomeratum",61021,"Trifolium glomeratum",0,"accepted","Clustered clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","glomeratum","iNat:48091413","2020-05-31T18:44:00-07:00",,"Andrew Simon","false","research",11,2020-06-01 01:44:00,-123.40689,48.900311
"Lepidium virginicum menziesii",79971,"Lepidium virginicum menziesii",0,"accepted","Menzies' pepperweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Lepidieae","Lepidium","virginicum","iNat:48091418","2020-05-31T19:19:00-07:00",,"Andrew Simon","false","research",10,2020-06-01 02:19:00,-123.405313,48.897022
"Conioselinum gmelinii",160830,"Conioselinum gmelinii",0,"accepted","Western Hemlock-parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","","Conioselinum","gmelinii","iNat:48091419","2020-05-31T19:23:00-07:00",,"Andrew Simon","false","research",10,2020-06-01 02:23:00,-123.406393,48.896945
"Gracilariaceae",67678,"Gracilariaceae",0,"accepted","",,"Plantae","Rhodophyta","Eurhodophytina","","Florideophyceae","Rhodymeniophycidae","","Gracilariales","","","","Gracilariaceae","","","","","iNat:48091421","2020-05-31T19:26:00-07:00",,"Andrew Simon","false","needs_id",10,2020-06-01 02:26:00,-123.40624,48.896897
"Veronica serpyllifolia",55749,"Veronica serpyllifolia",0,"accepted","thyme-leaved speedwell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Veroniceae","Veronica","serpyllifolia","iNat:82513154","2021-05-05T19:03:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:03:00,-123.350092,48.904918
"Pinus contorta",48934,"Pinus contorta",0,"accepted","lodgepole pine",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Pinaceae","Pinoideae","","Pinus","contorta","iNat:82513153","2021-05-05T19:16:00-07:00",,"Andrew Simon","false","research",14,2021-05-06 02:16:00,-123.350358,48.905603
"Plagiothecium undulatum",123586,"Plagiothecium undulatum",0,"accepted","Waved Silk-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Plagiotheciaceae","","","Plagiothecium","undulatum","iNat:82513150","2021-05-05T19:17:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:17:00,-123.35048,48.905415
"Erythranthe microphylla",453717,"Erythranthe microphylla",0,"accepted","Small-leaf Monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","microphylla","iNat:82513151","2021-05-05T19:18:00-07:00",,"Andrew Simon","false","needs_id",10,2021-05-06 02:18:00,-123.350372,48.905538
"Montia fontana",58990,"Montia fontana",0,"accepted","blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","fontana","iNat:82513149","2021-05-05T19:19:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:19:00,-123.35036,48.905562
"Myosotis discolor",70265,"Myosotis discolor",0,"accepted","Changing Forget-me-not",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Cynoglossoideae","Myosotideae","Myosotis","discolor","iNat:82513145","2021-05-05T19:21:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:21:00,-123.350547,48.905538
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",0,"accepted","Vancouver Island Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:82513143","2021-05-05T19:23:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:23:00,-123.350628,48.905527
"Plectritis congesta",57786,"Plectritis congesta",0,"accepted","shortspur seablush",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Valerianoideae","","Plectritis","congesta","iNat:82513144","2021-05-05T19:23:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:23:00,-123.350508,48.905538
"Plagiothecium undulatum",123586,"Plagiothecium undulatum",0,"accepted","Waved Silk-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Plagiotheciaceae","","","Plagiothecium","undulatum","iNat:82513142","2021-05-05T19:26:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:26:00,-123.350627,48.905528
"Montia parvifolia",78123,"Montia parvifolia",0,"accepted","Small-leaved Blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","parvifolia","iNat:82513141","2021-05-05T19:27:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:27:00,-123.351,48.905612
"Blennothallia fecunda",462484,"Blennothallia fecunda",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Collemataceae","","","Blennothallia","fecunda","iNat:82513140","2021-05-05T19:34:00-07:00",,"Andrew Simon","false","research",10,2021-05-06 02:34:00,-123.350322,48.905597
"Ceratodon purpureus",123117,"Ceratodon purpureus",0,"accepted","Redshank",,"Plantae","Bryophyta","","","Bryopsida","","","Dicranales","","","","Ditrichaceae","","","Ceratodon","purpureus","iNat:111748067","2022-03-20T17:13:00-07:00",,"Andrew Simon","false","needs_id",21,2022-03-21 00:13:00,-123.345264,48.866782
"Petroselinum crispum",78465,"Petroselinum crispum",0,"accepted","garden parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","Apieae","Petroselinum","crispum","iNat:111748068","2022-03-20T17:31:00-07:00",,"Andrew Simon","false","research",12,2022-03-21 00:31:00,-123.344522,48.866777
"Flavopunctelia flaventior",69436,"Flavopunctelia flaventior",0,"accepted","Speckled Greenshield",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Flavopunctelia","flaventior","iNat:111748069","2022-03-20T17:56:00-07:00",,"Andrew Simon","false","needs_id",10,2022-03-21 00:56:00,-123.34503,48.866732
"Alchemilla",1366244,"Alchemilla",0,"accepted","",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Potentilleae","Alchemilla","","iNat:109830827","2022-03-26T13:43:49-07:00",,"Caitlin Robinson","false","needs_id",10,2022-03-26 20:43:49,-123.311142,48.872212
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:109597505","2022-03-26T14:08:30-07:00",,"Caitlin Robinson","false","research",10,2022-03-26 21:08:30,-123.31173,48.872087
"Collinsia parviflora",59013,"Collinsia parviflora",0,"accepted","small-flowered blue-eyed mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","parviflora","iNat:109597095","2022-03-26T14:40:16-07:00",,"Caitlin Robinson","false","research",10,2022-03-26 21:40:16,-123.336525,48.866895
"Myxomycetes",47684,"Myxomycetes",0,"accepted","true slime molds",,"Protozoa","Mycetozoa","","","Myxomycetes","","","","","","","","","","","","iNat:109597364","2022-03-26T14:47:39-07:00",,"Caitlin Robinson","false","needs_id",24,2022-03-26 21:47:39,-123.334913,48.86652
"Collinsia grandiflora",76409,"Collinsia grandiflora",0,"accepted","Giant Blue-eyed Mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","grandiflora","iNat:109831291","2022-03-26T14:52:22-07:00",,"Caitlin Robinson","false","research",10,2022-03-26 21:52:22,-123.334403,48.866317
"Lomatium utriculatum",56827,"Lomatium utriculatum",0,"accepted","Foothill desert-parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","Selineae","Lomatium","utriculatum","iNat:109597268","2022-03-26T14:55:27-07:00",,"Caitlin Robinson","false","research",10,2022-03-26 21:55:27,-123.33442,48.866322
"Limnia",779781,"Limnia",0,"accepted","Claytonia sect. Limnia",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Claytonia","","iNat:110305894","2022-03-30T17:51:26-07:00",,"Caitlin Robinson","false","needs_id",32,2022-03-31 00:51:26,-123.573288,49.013144
"Erythranthe alsinoides",771843,"Erythranthe alsinoides",0,"accepted","wingstem monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","alsinoides","iNat:110036548","2022-03-30T17:53:46-07:00",,"Caitlin Robinson","false","research",10,2022-03-31 00:53:46,-123.573142,49.013194
"Ranunculus occidentalis",68057,"Ranunculus occidentalis",0,"accepted","Western Buttercup",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","occidentalis","iNat:110305729","2022-03-30T18:52:25-07:00",,"Caitlin Robinson","false","needs_id",10,2022-03-31 01:52:25,-123.573608,49.013683
"Micranthes integrifolia",78027,"Micranthes integrifolia",0,"accepted","Wholeleaf Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","integrifolia","iNat:110019210","2022-03-30T18:54:06-07:00",,"Caitlin Robinson","false","research",10,2022-03-31 01:54:06,-123.573538,49.013622
"Primula hendersonii",487175,"Primula hendersonii",0,"accepted","Henderson's shooting star",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Primulaceae","Primuloideae","Primuleae","Primula","hendersonii","iNat:110035183","2022-03-30T18:56:50-07:00",,"Caitlin Robinson","false","needs_id",10,2022-03-31 01:56:50,-123.573555,49.013683
"Teesdalia nudicaulis",79325,"Teesdalia nudicaulis",0,"accepted","Shepherd's Cress",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Iberideae","Teesdalia","nudicaulis","iNat:110304683","2022-03-30T18:59:20-07:00",,"Caitlin Robinson","false","needs_id",10,2022-03-31 01:59:20,-123.572875,49.012828
"Stellaria media",53298,"Stellaria media",0,"accepted","common chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Stellaria","media","iNat:110152148","2022-04-01T15:03:00-07:00",,"Andrew Simon","false","research",10,2022-04-01 22:03:00,-123.398222,48.918137
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:110152149","2022-04-01T15:06:00-07:00",,"Andrew Simon","false","research",10,2022-04-01 22:06:00,-123.398137,48.918068
"Aulacomnium androgynum",124384,"Aulacomnium androgynum",0,"accepted","Bud-headed Groove-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Aulacomniales","","","","Aulacomniaceae","","","Aulacomnium","androgynum","iNat:110152150","2022-04-01T15:10:00-07:00",,"Andrew Simon","false","research",10,2022-04-01 22:10:00,-123.39776,48.917935
"Vulpicida canadensis",54317,"Vulpicida canadensis",0,"accepted","Brown-eyed Sunshine Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Vulpicida","canadensis","iNat:110152151","2022-04-01T15:13:00-07:00",,"Andrew Simon","false","research",10,2022-04-01 22:13:00,-123.397525,48.91763
"Rhytidiadelphus loreus",124422,"Rhytidiadelphus loreus",0,"accepted","Lanky Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Hylocomiaceae","","","Rhytidiadelphus","loreus","iNat:110152152","2022-04-01T15:13:00-07:00",,"Andrew Simon","false","research",10,2022-04-01 22:13:00,-123.397357,48.917563
